sic|sic_name|naics2017
34310000|METAL SANITARY WARE|332999
72130000|LINEN SUPPLY|812331
34480104|GARAGES, PORTABLE: PREFABRICATED METAL|332311
33120803|TOOL & DIE STEEL|331221
33120802|STAINLESS STEEL|331221
33120801|FERROALLOYS, PRODUCED IN BLAST FURNACES|331221
33120800|TOOL & DIE STEEL & ALLOYS|331221
37140113|FUEL SYSTEMS AND PARTS, MOTOR VEHICLE|336390
36290107|THERMO-ELECTRIC GENERATORS|335999
34480106|SCREEN ENCLOSURES|332311
02790201|AVIARY|112990
34490000|MISC STRUCTURAL METALWORK|332312
01320000|TOBACCO|111910
34480107|SILOS, METAL|332311
39520000|LEAD PENCILS AND ART GOODS|339940
07810203|LANDSCAPE PLANNING SERVICES|561730
30869906|PADDING, FOAMED PLASTICS|326140
87410103|OFFICE MANAGEMENT|541611
87410102|FINANCIAL MANAGEMENT, FOR BUSINESS|541611
87410101|ADMINISTRATIVE MANAGEMENT|541611
87410100|BUSINESS MANAGEMENT|541611
57220201|AIR CONDITIONING ROOM UNITS, SELF-CONTAINED, RETAI|443141
87410104|PERSONNEL MANAGEMENT|541611
50650104|TELETYPE EQUIPMENT|423690
50650101|MOBILE TELEPHONE EQUIPMENT|423690
50650100|TELEPHONE AND TELEGRAPHIC EQUIPMENT|423690
40110000|RAILROADS, LINE-HAUL OPERATING|482111
50650102|TELEGRAPH EQUIPMENT|423690
96210100|AIRCRAFT REGULATING AGENCIES|926120
17990604|DEMOUNTABLE PARTITION INSTALLATION|238390
32819900|CUT STONE & STONE PRODUCTS, NEC|327991
32819901|GRANITE, CUT & SHAPED|327991
32819902|LIMESTONE, CUT & SHAPED|327991
32819903|STONE, QUARRYING & PROCESSING OF OWN STONE PRODUCT|327991
35770501|BAR CODE (MAGNETIC INK) PRINTERS|334118
36630103|CARRIER EQUIPMENT, RADIO COMMUNICATIONS|334220
36630102|AMPLIFIERS, RF POWER AND IF|334220
36630101|AIRBORNE RADIO COMMUNICATIONS EQUIPMENT|334220
36630100|RADIO BROADCASTING AND COMMUNICATIONS EQUIPMENT|334220
36630107|MULTIPLEX EQUIPMENT|334220
36630106|MARINE RADIO COMMUNICATIONS EQUIPMENT|334220
36630105|CITIZENS BAND (CB) RADIO|334220
36630104|CELLULAR RADIO TELEPHONE|334220
17990605|DRAPERY TRACK INSTALLATION|238390
36630109|RADIO RECEIVER NETWORKS|334220
36630108|PAGERS (ONE-WAY)|334220
22610102|ROLLER PRINTING OF COTTON BROADWOVEN FABRICS|313310
22610103|SCREEN PRINTING OF COTTON BROADWOVEN FABRICS|313310
22610100|PRINTING OF COTTON BROADWOVEN FABRICS|313310
22610101|PLISSE PRINTING OF COTTON BROADWOVEN FABRICS|313310
22990306|YARNS, SPECIALTY & NOVELTY|313230
35770500|MAGNETIC INK AND OPTICAL SCANNING DEVICES|334118
22990301|FLAX YARNS & ROVING|313110
22990300|YARNS & THREAD, MADE FROM NON-FABRIC MATERIALS|313230
28210219|VINYL RESINS, NEC|325211
34920000|FLUID POWER VALVES & HOSE FITTINGS|332912
24210203|WOOD CHIPS, PRODUCED AT MILL|321113
24210202|SAWDUST & SHAVINGS|321113
24210201|FUELWOOD, FROM MILL WASTE|321113
24210200|SAWDUST, SHAVINGS & WOOD CHIPS|321113
34420404|ROLLING DOORS FOR INDUSTRIAL BUILDINGS, OR WAREHOU|332321
22990302|RAMIE YARN, THREAD, ROVING & TEXTILES|313310
27619906|UNIT SETS (MANIFOLD BUSINESS FORMS)|323111
50829903|FRONT END LOADERS|423810
50829902|BLADES :  FOR GRADERS, SCRAPERS, DOZERS AND SNOW P|423810
50829901|BAILEY BRIDGES|423810
50829900|CONSTRUCTION AND MINING MACHINERY, NEC|423810
50829907|POWER SHOVELS|423810
50829906|OIL FIELD EQUIPMENT|423830
50829905|MIXERS, CONSTRUCTION AND MINING|423810
50829904|GRADERS, MOTOR|423810
58120312|HOT DOG STAND|722513
58120313|SANDWICH AND SUBMARINE SHOP|722513
58120310|GRILLS, ( EATING PLACES)|722513
50829908|TRACTOR-MOUNTING EQUIPMENT|423810
58120314|SNACK BAR|722515
58120315|SNACK SHOP|722515
34790210|GALVANIZING OF IRON, STEEL, OR END-FORMED PRODUCTS|332812
34790211|HOT DIP COATING OF METALS, OR FORMED PRODUCTS|332812
34790212|JAPANNING OF METAL|332812
34790213|JEWELRY ENAMELING|339910
34790214|LACQUERING OF METAL PRODUCTS|332812
07110000|SOIL PREPARATION SERVICES|115112
34790216|PAN GLAZING|332812
34790217|PARKERIZING|332812
34790218|RETINNING OF CANS OR UTENSILS|332812
34790219|RUST PROOFING (HOT DIPPING) OF METALS & FORMED PRO|332812
38210000|LABORATORY APPARATUS AND FURNITURE|337127
34690401|BOXES: TOOL, LUNCH, MAIL, ETC: STAMPED METAL|332119
79339902|DUCK PIN CENTER|713950
28120103|POTASSIUM CARBONATE|325180
32750200|GYPSUM PLASTER|327420
14759901|APATITE MINING|212325
79339903|TEN PIN CENTER|713950
37140112|FUEL PUMPS, MOTOR VEHICLE|336390
25319901|ASSEMBLY HALL FURNITURE|337127
36120309|LIGHTING TRANSFORMERS, STREET AND AIRPORT|335311
25319900|PUBLIC BUILDING & RELATED FURNITURE, NEC|337127
33120111|TAR, FROM CHEMICAL RECOVERY COKE OVENS|331221
33120110|LIGHT OIL CRUDE, FROM CHEMICAL RECOVERY COKE OVENS|331221
31499901|ATHLETIC SHOES, EXC RUBBER OR PLASTIC|316210
31499900|FOOTWEAR, EXCEPT RUBBER, NEC, NEC|316210
25410105|SHOWCASES, EXCEPT REFRIGERATED: WOOD|337215
28360000|BIOLOGICAL PRODUCTS, EXCEPT DIAGNOSTIC|325414
75349902|TIRE RECAPPING|326212
36440102|JUNCTION BOXES, ELECTRIC|335932
25319902|BENCHES FOR PUBLIC BUILDINGS|337127
36440103|OUTLET BOXES (ELECTRIC WIRING DEVICES)|335932
92220202|PUBLIC DEFENDERS OFFICE|922130
92220201|LEGAL COUNSEL OFFICE, GOVERNMENT|922130
92220200|LEGAL COUNSEL|922130
82990103|FLORAL ARRANGEMENT INSTRUCTION|611610
50990401|BABY CARRIAGES, STROLLERS AND RELATED PRODUCTS|423990
50990400|CHILDRENS CARRIAGES, STROLLERS, AND RESTRAINT SEAT|423990
50990402|CHILD RESTRAINT SEATS, AUTOMOTIVE, WHOLESALE|423990
51490300|SEASONINGS, SAUCES AND EXTRACTS|424490
25410104|OFFICE FIXTURES, WOOD|337215
34420401|FIRE DOORS, METAL|332321
51490301|CONDIMENTS|424490
35599937|RECYCLING MACHINERY|333249
35860000|MEASURING AND DISPENSING PUMPS|333914
51490302|FLAVORINGS AND FRAGRANCES|424490
25319908|PICNIC TABLES OR BENCHES, PARK|337127
36489901|ARC LIGHTING FIXTURES|335129
51490303|FRUIT PEEL|424490
28690108|METHYL ALCOHOL, SYNTHETIC, METHANOL|325193
82499903|COMMERCIAL ART SCHOOL|611519
36489900|LIGHTING EQUIPMENT, NEC, NEC|335129
59479903|TRADING CARDS: BASEBALL OR OTHER SPORTS, ENTERTAIN|453220
28690105|ETHYLENE GLYCOLS|325193
28690106|GRAIN ALCOHOL, INDUSTRIAL|325193
28690107|ISOPROPYL ALCOHOL, ISOPROPANOL|325193
28690100|ALCOHOLS, NON BEVERAGE|325193
28690101|ALCOHOLS, INDUSTRIAL: DENATURED|325193
28690102|AMYL ALCOHOL|325193
28690103|BUTYL ALCOHOL, BUTANOL|325193
61419900|PERSONAL CREDIT INSTITUTIONS, NEC|522291
36489902|FLASHLIGHTS, MANUFACTURING|335129
51490306|MALT EXTRACT|424490
61419901|INDUSTRIAL LOAN BANKS AND COMPANIES,NOT A DEPOSIT |522298
51490307|SALAD DRESSING|424490
61419902|MORRIS PLANS, NOT A DEPOSIT BANK|522298
73890502|HOTEL AND MOTEL RESERVATION SERVICE|561599
73890503|RESTAURANT RESERVATION SERVICE|561599
73890500|RESERVATION SERVICES|561599
73890501|ACCOMODATION LOCATING SERVICES|561599
35560302|OVENS, BAKERY|333241
35560303|ROASTING MACHINERY: COFFEE, PEANUT, ETC|333241
35560300|SMOKING OR ROASTING MACHINERY, INCLUDING OVENS|333241
35560301|DEHYDRATING EQUIPMENT, FOOD PROCESSING|333241
61419904|REMEDIAL LOAN SOCIETIES|522298
25410102|DISPLAY FIXTURES, WOOD|337215
01739900|TREE NUT, NEC|111335
27520303|VISITING CARDS, LITHOGRAPHED|323111
27520302|FORMS, BUSINESS: LITHOGRAPHED|323111
27520301|BILLHEADS, LITHOGRAPHED|323111
27520300|BUSINESS FORM & CARD PRINTING, LITHOGRAPHIC|323111
36990100|HIGH-ENERGY PARTICLE PHYSICS EQUIPMENT|335999
36990101|ACCELERATING WAVEGUIDE STRUCTURES|335999
36990102|ATOM SMASHER (PARTICLE ACCELERATORS)|335999
36990103|BETATRONS|335999
33549901|SHAPES, EXTRUDED ALUMINUM, NEC|331318
33549900|ALUMINUM EXTRUDED PRODUCTS, NEC|331318
36990108|LINEAR ACCELERATORS|335999
36990109|PARTICLE ACCELERATORS, HIGH VOLTAGE|335999
51920000|BOOKS, PERIODICALS AND NEWSPAPERS|424920
33399918|TITANIUM METAL, SPONGE & GRANULES|331410
63310000|FIRE, MARINE AND CASUALTY INSURANCE|524126
76220403|INSTALLATION OF CITIZENS BAND (CB) ANTENNAS|811213
76220402|HOUSEHOLD ANTENNA INSTALLATION AND SERVICE|811211
76220401|ANTENNA REPAIR|811211
76220400|ANTENNA REPAIR & INSTALLATION|811211
34259903|SAWS, HAND: METALWORKING OR WOODWORKING|332216
01390100|FEEDER CROPS|111998
01390101|ALFALFA FARM|111998
01390102|CLOVER FARM|111998
01390103|GRASS SEED FARM|111219
01390104|HAY FARM|111940
01390105|TIMOTHY FARM|111940
14790302|ROCK SALT MINING|212393
14790303|SALT (COMMON) MINING|212393
36950203|VIDEO RECORDING TAPE, BLANK|334613
36950202|INSTRUMENTATION TYPE TAPE, BLANK|334613
36950201|AUDIO RANGE TAPE, BLANK|334613
36950200|MAGNETIC TAPE|334613
22310000|BROADWOVEN FABRIC MILLS, WOOL|313210
79990201|GOLF CART, POWER, RENTAL|713990
79990202|GOLF DRIVING RANGE|713990
79990203|GOLF PROFESSIONALS|713990
67229902|MUTUAL FUND SALES, ON OWN ACCOUNT|525910
67229901|MONEY MARKET MUTUAL FUNDS|525910
67229900|MANAGEMENT INVESTMENT, OPEN-END, NEC|525910
29110702|FUEL ADDITIVES|324110
29110703|NAPHTHENIC ACIDS|324110
29110700|NONAROMATIC CHEMICAL PRODUCTS|324110
29110701|BUTADIENE (PETROLEUM REFINING)|324110
17110301|FIRE SPRINKLER SYSTEM INSTALLATION|237110
26790900|CARDBOARD PRODUCTS, EXCEPT DIE-CUT|322299
17110302|IRRIGATION SPRINKLER SYSTEM INSTALLATION|237110
07529903|VACCINATING SERVICES, PET AND ANIMAL SPECIALTIES|812910
67320000|TRUSTS: EDUCATIONAL, RELIGIOUS, ETC|813211
26210000|PAPER MILLS|322110
76990108|SURVEYING INSTRUMENT REPAIR|811411
22829903|SPOOLING YARN|313220
10110000|IRON ORES|212210
76990100|PROFESSIONAL INSTRUMENT REPAIR SERVICES|811310
76990101|CALIPER, GAUGE AND OTHER MACHINISTS INSTRUMENT REP|811310
76990102|DENTAL INSTRUMENT REPAIR|811219
76990103|DRAFTING INSTRUMENT REPAIR|811219
76990104|MECHANICAL INSTRUMENT REPAIR|811219
76990105|METEOROLOGICAL INSTRUMENT REPAIR|811219
76990106|OPTICAL INSTRUMENT REPAIR|811219
76990107|PRECISION INSTRUMENT REPAIR|811219
59210100|WINE AND BEER|445310
36749905|MODULES, SOLID STATE|334413
36749906|MOLECULAR DEVICES, SOLID STATE|334413
36749907|NUCLEAR DETECTORS, SOLID STATE|334413
36749900|SEMICONDUCTORS AND RELATED DEVICES, NEC|334413
26730102|WARDROBE BAGS (CLOSET ACCESSORIES): FROM PURCHASED|322220
26730101|GARMENT BAGS (PLASTIC FILM): MADE FROM PURCHASED M|326111
26730100|GARMENT & WARDROBE BAGS (PLASTIC FILM)|326111
28990501|DEXTRINE SIZES|325998
36749908|OPTICAL ISOLATORS|334413
24480102|CARGO CONTAINERS, WOOD & METAL COMBINATION|321920
24480101|CARGO CONTAINERS, WOOD|321920
24480100|CARGO CONTAINERS, WOOD & WOOD WITH METAL|321920
22990107|QUILT FILLINGS: CURLED HAIR, COTTON WASTE, MOSS, H|313230
22990106|PILLOW FILLINGS: CURLED HAIR, COTTON WASTE, MOSS, |313230
22990105|PADS, FIBER: HENEQUEN, SISAL, ISTLE|313230
22990104|PADDING & WADDING, TEXTILE|313230
22990103|HAIR, CURLED: FOR UPHOLSTERY, PILLOW, AND QUILT FI|313230
73891900|METAL CUTTING SERVICES|541420
22990101|APPAREL FILLING: COTTON WASTE, KAPOK, AND RELATED |313230
22990100|BATTING, WADDING, PADDING & FILLINGS|313230
22990109|WADS & WADDING|313230
22990108|UPHOLSTERY FILLING, TEXTILE|313230
25110203|CHAIRS, HOUSEHOLD, EXCEPT UPHOLSTERED: WOOD|337122
25110202|BUFFETS (FURNITURE)|337122
25110201|BREAKFAST SETS (FURNITURE): WOOD|337122
25110200|KITCHEN & DINING ROOM FURNITURE|337122
25110207|SILVERWARE CHESTS: WOOD|337122
25110206|DINING ROOM FURNITURE: WOOD|337122
25110205|CHINA CLOSETS|337122
25110204|CHAIRS, BENTWOOD|337122
23319903|T-SHIRTS & TOPS: WOMENS: MADE FROM PUCHASED MATERI|315240
23319902|SHIRTS: WOMENS & JUNIORS:MADE FROM PUCHASED MATERI|315240
23319901|BLOUSES: WOMENS & JUNIORS:MADE FROM PUCHASED MATER|315240
25110208|STOOLS, HOUSEHOLD: WOOD|337122
32950106|PYROPHYLLITE, GROUND OR OTHERWISE TREATED|327992
50840403|DRILLING EQUIPMENT, EXCEPT BITS|423830
35230106|DRIERS (FARM): GRAIN, HAY AND SEED|333111
32950100|MINERALS, GROUND OR OTHERWISE TREATED|327992
35230107|GRADING, CLEANING, SORTING MACHINES: FRUIT, GRAIN,|333111
32950101|BARITE, GROUND OR OTHERWISE TREATED|327992
73420101|DISINFECTING AND DEODORIZING|561710
73420100|DISINFECTING SERVICES|561710
73420103|WASHROOM SANITATION SERVICE (INDUSTRIAL LOCATIONS)|561710
73420102|REST ROOM CLEANING SERVICE|561710
32950102|FELDSPAR, GROUND OR OTHERWISE TREATED|327992
22950102|LEATHER, ARTIFICIAL OR IMITATION|313220
32950103|FLINT, GROUND OR OTHERWISE TREATED|327992
20460105|LIQUID STARCH|311999
20460104|INSTANT STARCH|311999
20460107|RICE STARCH|311999
20460106|POTATO STARCH|311999
48130101|DATA TELEPHONE COMMUNICATIONS|517311
48130100|LOCAL AND LONG DISTANCE TELEPHONE COMMUNICATIONS|517311
20460103|INDUSTRIAL STARCH|311999
20460102|EDIBLE STARCH|311999
34460201|GRATINGS, OPEN STEEL FLOORING|332323
20460109|STARCH, NSK|311999
20460108|ROOT STARCH, EDIBLE|311999
36990606|FIREPLACE LOGS, ELECTRIC|335129
39140408|TOILET WARE, PLATED (ALL METALS)|339910
32970201|CEMENT REFRACTORIES, NONCLAY|327120
32970200|CEMENT REFRACTORIES|327120
32970203|CEMENT: HIGH TEMPERATURE, REFRACTORY (NONCLAY)|327120
32970202|CEMENT, MAGNESIA|327120
50990302|LIFESAVING AND SURVIVAL EQUIPMENT (NON-MEDICAL)|423990
39490000|SPORTING AND ATHLETIC GOODS|339920
50990303|LOCKS AND LOCK SETS|423990
38420418|TRUSSES, ORTHOPEDIC AND SURGICAL|339113
38420419|WALKERS|339113
35799908|SHORTHAND MACHINES|333318
35799909|SORTERS, FILING (OFFICE)|333318
16110101|GUARDRAIL CONSTRUCTION, HIGHWAYS|237310
26210608|WRITING PAPER, MANUFACTURING|322230
35799902|CHECK WRITING, ENDORSING OR SIGNING MACHINES|333318
35799903|COIN WRAPPING MACHINES|333318
35799900|OFFICE MACHINES, NEC, NEC|333318
35799901|CANCELING MACHINERY, POST OFFICE|333318
35799906|DUPLICATING MACHINES, MANUFACTURING|333318
35799907|PENCIL SHARPENERS|339940
35799904|DATING AND NUMBERING DEVICES|333318
35799905|DICTATING MACHINES, MANUFACTURING|333318
55510101|INBOARD BOATS|441222
55510100|MOTOR BOAT DEALERS|441222
55510103|JET SKIS, RETAIL|441222
55510102|INBOARD OUTDRIVE BOATS|441222
32910603|SANDPAPER|327910
32910602|PAPER, ABRASIVE: GARNET, EMERY, ALUMINUM OXIDE COA|327910
32910601|CLOTH, ABRASIVE: GARNET, EMERY, ALUMINUM OXIDE COA|327910
32910600|COATED ABRASIVE PRODUCTS|327910
30110106|MOTORCYCLE INNER TUBES|326211
30110107|TRUCK OR BUS INNER TUBES|326211
30110104|BICYCLE INNER TUBES|326211
30110105|INDUSTRIAL INNER TUBES|326211
30110102|AIRPLANE INNER TUBES|326211
30110103|AUTOMOBILE INNER TUBES|326211
30110100|INNER TUBES, ALL TYPES|326211
30110101|AGRICULTURAL INNER TUBES|326211
26210911|ROOFING FELT STOCK|322299
26210910|KRAFT SHEATHING PAPER|322299
26210913|TAR PAPER, BUILDING/ROOFING|322299
26210912|SATURATED FELTS|322299
38220401|HYDRONIC CIRCULATOR CONTROL, AUTOMATIC|334512
28369901|VETERINARY BIOLOGICAL PRODUCTS|325414
38220400|HYDRONIC CONTROLS|334512
39991102|BOAT MODELS, EXCEPT TOY|339999
38220403|HYDRONIC PRESSURE OR TEMPERATURE CONTROLS|334512
22580201|CLOTH, WARP KNIT|313240
22580200|WARP & FLAT KNIT PRODUCTS|313220
22580203|PILE FABRICS, WARP OR FLAT KNIT|313240
22580202|FABRIC FINISHING, WARP KNIT|313240
70110304|RESORT HOTELS, FRANCHISED|721110
22580204|TRICOT FABRICS|313220
70110306|YMCA/YMHA HOTEL|721110
70110307|YWCA/YWHA HOTEL|721110
50789900|REFRIGERATION EQUIPMENT AND SUPPLIES, NEC|423740
50789901|CONDENSING UNITS, REFRIGERATION|423740
50789902|ICE MAKING MACHINES|423740
26210602|CARD PAPER|322230
58120121|PERSIAN MEDITERRANEAN RESTAURANT|722511
58120120|ETHIOPIAN RESTAURANT|722511
58120123|CREOLE RESTAURANT|722511
58120122|RUSSIAN RESTAURANT|722511
28420301|RUG, UPHOLSTERY, OR DRY CLEANING DETERGENTS OR SPO|325612
28420300|DRYCLEANING PREPARATIONS|325612
73360202|STILL FILM PRODUCER|541430
23930100|CANVAS BAGS|314910
94510000|ADMINISTRATION OF VETERANS AFFAIRS|923140
23930102|KNAPSACKS, CANVAS: MADE FROM PURCHASED MATERIALS|314910
23690100|CHILDRENS CULOTTES & SHORTS|315280
31110204|WELTING LEATHER|316110
36480110|STREET LIGHTING FIXTURES|335129
50920210|VIDEO GAMES, WHOLESALE|423920
87420100|INDUSTRIAL AND LABOR CONSULTING SERVICES|541613
87420101|AUTOMATION AND ROBOTICS CONSULTANT|541611
87420102|INDUSTRIAL CONSULTANT|541611
87420103|INDUSTRIAL HYGIENE CONSULTANT|541611
87420104|MAINTENANCE MANAGEMENT CONSULTANT|541611
87420105|MANAGEMENT ENGINEERING|541611
87420106|MANUFACTURING MANAGEMENT CONSULTANT|541614
87420107|QUALITY ASSURANCE CONSULTANT|541611
14590201|ANDALUSITE MINING|212399
35310618|TUNNELLING MACHINERY|333120
35310615|TRACTORS, CRAWLER|333120
35310614|TRACTORS, CONSTRUCTION, MANUFACTURING|333120
35310617|TRUCKS, OFF-HIGHWAY|333120
35310616|TRACTORS, TRACKLAYING|333120
35310611|SHOVEL LOADERS|333120
35310610|LOADERS, SHOVEL: SELF-PROPELLED|333120
35310613|SUBGRADERS (CONSTRUCTION EQUIPMENT)|333120
35310612|SHOVELS, POWER|333120
17310301|CABLE TELEVISION INSTALLATION|237130
25419904|WINDOW BACKS, STORE OR LUNCHROOM, PREFABICATED: WO|337215
14590200|NONCLAY REFRACTORY MATERIALS|212399
39310309|SAXOPHONES AND PARTS|339992
39310308|REEDS FOR MUSICAL INSTRUMENTS|339992
39310303|FIFES AND PARTS|339992
39310302|CLARINETS AND PARTS|339992
39310301|BASSOONS|339992
39310300|WOODWIND INSTRUMENTS AND PARTS|339992
39310307|RECORDERS (MUSICAL INSTRUMENTS)|339992
39310306|PICCOLOS AND PARTS|339992
39310305|OBOES AND ENGLISH HORNS|339992
39310304|FLUTES AND PARTS|339992
25990100|FACTORY FURNITURE & FIXTURES|337127
36219906|SERVOMOTORS, ELECTRIC|335312
31310301|RANDS|321999
58130000|DRINKING PLACES|722410
79339900|BOWLING CENTERS, NEC|713950
34979902|FOIL CONTAINERS FOR BAKERY GOODS & FROZEN FOODS|332999
34979901|COPPER FOIL|322220
34979900|METAL FOIL & LEAF, NEC|332999
34979907|NICKEL FOIL|322220
34979906|MAGNESIUM & MAGNESIUM-BASE ALLOY FOIL|332999
34979905|LEAD FOIL|322220
34979904|GOLD FOIL OR LEAF|332999
34979909|SILVER FOIL OR LEAF|332999
34979908|PLATINUM & PLATINUM-BASE ALLOY FOIL|332999
20450110|PANCAKE MIXES, PREPARED: FROM PURCHASED FLOUR|311824
01110000|WHEAT|111140
47890301|CABS, HORSE DRAWN: FOR HIRE|487110
47890300|HORSE DRAWN TRANSPORTATION SERVICES|488999
47890302|CARRIAGES, HORSE DRAWN, FOR HIRE|487110
31310300|SOLE PARTS FOR SHOES|321999
37110000|MOTOR VEHICLES AND CAR BODIES|336211
59320400|CLOTHING AND SHOES, SECONDHAND|453310
32610205|LAVATORIES, VITREOUS CHINA|327110
14590205|SILLIMANITE MINING|212325
28229900|SYNTHETIC RUBBER, NEC|325212
22950000|COATED FABRICS, NOT RUBBERIZED|313320
50840108|MILK PRODUCTS MANUFACTURING MACHINERY AND EQUIPMEN|423830
50840102|BREWERY PRODUCTS MANUFACTURING MACHINERY, COMMERCI|423830
50840103|CITRUS PROCESSING MACHINERY|423830
50840100|FOOD INDUSTRY MACHINERY|423830
50840101|ALCOHOLIC BEVERAGE MAKING EQUIPMENT AND SUPPLIES, |423830
50840106|FISH PROCESSING MACHINERY, EQUIPMENT AND SUPPLIES|423830
50840107|FOOD PRODUCT MANUFACTURING MACHINERY|423830
50840104|CREAM SEPARATORS, EXCEPT FARM|423830
50840105|DAIRY PRODUCTS MANUFACTURING MACHINERY, NEC|423830
33690100|LEAD, ZINC & WHITE METAL|331529
33690101|LEAD CASTINGS, EXCEPT DIE-CASTINGS|331529
33690102|WHITE METAL CASTINGS (LEAD, TIN, ANTIMONY), EXCEPT|331529
33690103|ZINC & ZINC-BASE ALLOY CASTINGS, EXCEPT DIE-CASTIN|331529
23899907|BURIAL GARMENTS|315990
17310300|COMMUNICATIONS SPECIALIZATION|237130
59320401|CLOTHING, SECONDHAND|453310
51370600|WOMENS AND CHILDRENS DRESSES, SUITS, SKIRTS, AND B|424330
59320402|SHOES, SECONDHAND|453310
51370601|BLOUSES, WHOLESALE|424330
36340503|CURLING IRONS, ELECTRIC|335210
75139902|TRUCK RENTAL, WITHOUT DRIVERS|532120
75139900|TRUCK RENTAL AND LEASING, NO DRIVERS, NEC|532120
75139901|TRUCK LEASING, WITHOUT DRIVERS|532120
31310305|WELTING, CUT STOCK & FINDING|316998
23899903|DISPOSABLE GARMENTS & ACCESSORIES|315990
32610207|TOILET FIXTURES, VITREOUS CHINA|327110
23230101|BOW TIES, MENS & BOYS: MADE FROM PURCHASED MATERIA|315990
23230100|MENS & BOYS NECKTIES & BOW TIES|315990
23230103|TIES, HANDSEWN: MADE FROM PURCHASED MATERIALS|315220
23230102|NECKTIES, MENS & BOYS: MADE FROM PURCHASED MATERIA|315990
26760101|CLEANSING TISSUES: MADE FROM PURCHASED MATERIALS|322291
23899901|APPAREL FOR HANDICAPPED|315990
50780302|FIXTURES, REFRIGERATED|423740
07230305|VEGETABLE GRADING SERVICES|115114
07230304|VEGETABLE DRYING SERVICES|115114
07230307|VEGETABLE PRECOOLING SERVICES|115114
07230306|VEGETABLE PACKING SERVICES|115114
07230301|BEAN CLEANING SERVICES|115114
07230300|VEGETABLE CROPS MARKET PREPARATION SERVICES|115114
07230303|SWEET POTATO CURING SERVICES|115114
07230302|POTATO CURING SERVICES|115114
20150804|TURKEY, PROCESSED: FRESH|311615
20150805|TURKEY, PROCESSED: FROZEN|311615
20150806|TURKEY, SLAUGHTERED & DRESSED|311615
20150800|TURKEY PROCESSING & SLAUGHTERING|311615
20150801|TURKEY, PROCESSED, NSK|311615
20150802|TURKEY, PROCESSED: CANNED|311615
32690300|CHINA DECORATING|327110
72190204|REWEAVING TEXTILES (MENDING SERVICE)|811490
20649908|GRANOLA & MUESLI, BARS & CLUSTERS|311340
07810102|HORTICULTURAL COUNSELING SERVICES|561730
27540200|BUSINESS FORM & CARD PRINTING, GRAVURE|323111
27540201|FORMS, BUSINESS: GRAVURE PRINTING|323111
27540202|VISITING CARDS: GRAVURE PRINTING|323111
79969903|THEME PARK, AMUSEMENT|713110
23379900|WOMENS & MISSES SUITS & COATS, NEC|315240
08310000|FOREST PRODUCTS|113210
16290502|MINE LOADING AND DISCHARGING STATION CONSTRUCTION|237990
16290501|CHEMICAL PLANT AND REFINERY CONSTRUCTION|237120
16290500|INDUSTRIAL PLANT CONSTRUCTION|236210
32530102|QUARRY TILE, CLAY|327120
16290505|WASTE WATER AND SEWAGE TREATMENT PLANT CONSTRUCTIO|237990
16290504|WASTE DISPOSAL PLANT CONSTRUCTION|237990
82110306|PUBLIC SPECIAL EDUCATION SCHOOL|611110
60350000|FEDERAL SAVINGS INSTITUTIONS|522120
23230200|MENS & BOYS SCARVES|315210
17990613|KITCHEN CABINET INSTALLATION|238390
17990612|PREFABRICATED FIREPLACE INSTALLATION|238390
17990611|APPLIANCE INSTALLATION|238390
17990610|WINDOW TREATMENT INSTALLATION|238390
20760000|VEGETABLE OIL MILLS|311224
42260200|HOUSEHOLD GOODS AND FURNITURE STORAGE|493190
42260201|FURNITURE STORAGE, WITHOUT LOCAL TRUCKING|493190
42260202|HOUSEHOLD GOODS, WAREHOUSING|493190
22110411|VELVETS, COTTON|313210
22110410|VELVETEENS|313210
37990202|ELECTROCARS, FOR TRANSPORTING GOLFERS|336214
79999919|LASER TAG|713990
79999918|NIGHT CLUB, NOT SERVING ALCOHOLIC BEVERAGES|713990
37990203|GO-CARTS, EXCEPT CHILDRENS|336214
79999913|SLOT-CAR RACE TRACK|713990
79999912|RECREATION SERVICES|713990
79999911|RECREATION EQUIPMENT RENTAL|532284
79999910|RECREATION CENTER|713990
79999917|TRAMPOLINE OPERATION|713990
37990200|RECREATIONAL VEHICLES|336214
79999915|SPORTS PROFESSIONALS, NEC|713990
79999914|SPORTING GOODS RENTAL, NEC|532284
52110100|LUMBER PRODUCTS|444190
31310507|VAMPS, LEATHER|316998
37990201|ALL TERRAIN VEHICLES (ATV)|336214
82999914|SELF-DEFENSE AND ATHLETIC INSTRUCTION|611699
20269902|EGGNOG, FRESH: NON-ALCOHOLIC|311511
37959904|TANKS, MILITARY, INCLUDING FACTORY REBUILDING|336992
47259902|SIGHTSEEING TOUR COMPANIES|561520
47259903|TOURS, CONDUCTED|561520
47259900|TOUR OPERATORS, NEC|561520
47259901|ARRANGEMENT OF TRAVEL TOUR PACKAGES, WHOL|561520
50910500|FITNESS EQUIPMENT AND SUPPLIES|423910
36440201|FACE PLATES (WIRING DEVICES)|335932
50910502|GYMNASIUM EQUIPMENT, WHOLESALE|423910
50910503|HOT TUBS, WHOLESALE|423910
50910504|SPA EQUIPMENT AND SUPPLIES|423910
50910505|TRAMPOLINES AND EQUIPMENT, WHOLESALE|423910
36440200|ELECTRIC CONDUITS AND FITTINGS|335932
36440203|TERMINAL BOARDS|335932
36440202|RACEWAYS|335932
